Year,New Or Old,Address,Production Origin,Color,Car Gearbox,Used (kilomet),Company,Fuel Type,Machine Capacity (L) Random,Price
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 28000, Mercedes, máy xăng, 2.0, 2 Tỷ 529 Triệu
2014, Xe cũ, Bình Dương, Xe lắp ráp trong nước, màu trắng, số tự động, 39000, Ford, máy xăng, 1.6, 389 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu cát, số tự động, 0, Ford, máy dầu, 2.0, 1 Tỷ 151 Triệu
2014, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu bạc, số tự động, 40000, Mitsubishi, máy xăng, 3.0, 499 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 28000, VinFast, máy xăng, 2.0, 799 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tay, 0, Toyota, máy xăng, 1.5, 483 Triệu
2015, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 36000, Hyundai, máy xăng, 2.0, 630 Triệu
2017, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 63000, Mazda, máy xăng, 2.5, 695 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 76000, Mercedes, máy xăng, 4.7, 3 Tỷ 99 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, VinFast, xe điện, 0.1, 590 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, Ford, máy dầu, 2.0, 1 Tỷ 389 Triệu
2018, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 50000, Lexus, máy xăng, 5.7, 8 Tỷ 480 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 0, Toyota, máy xăng, 1.0, 535 Triệu
2015, Xe cũ, Thái Nguyên, Xe nhập khẩu, màu bạc, số tự động, 101638, Kia, máy xăng, 1.4, 368 Triệu
2010, Xe cũ, Hà Nội, Xe nhập khẩu, màu nâu, số tự động, 140000, Audi, máy xăng, 3.0, 899 Triệu
2020, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 14000, Toyota, máy xăng, 4.6, 5 Tỷ 450 Triệu
2021, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 13000, Toyota, máy xăng, 2.0, 1 Tỷ 20 Triệu
2020, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu xanh, số tự động, 25000, Mercedes, máy xăng, 1.5, 1 Tỷ 730 Triệu
2017, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 52000, Mazda, máy xăng, 2.0, 695 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 68000, Ford, máy xăng, 2.3, 1 Tỷ 320 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu ghi, số tự động, 38000, Ford, máy xăng, 1.5, 515 Triệu
2019, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 35000, Toyota, máy xăng, 2.5, 1 Tỷ 169 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Mitsubishi, máy xăng, 2.0, 950 Triệu
2022, Xe mới, Hải Dương, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Ford, máy dầu, 2.0, 929 Triệu
2018, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đỏ, số tự động, 45400, Toyota, máy xăng, 2.0, 740 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Subaru, máy xăng, 2.5, 1 Tỷ 969 Triệu
2017, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 36000, Mercedes, máy xăng, 2.0, 1 Tỷ 620 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 20000, Mercedes, máy xăng, 2.0, 1 Tỷ 710 Triệu
2016, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu kem, số tự động, 68000, Kia, máy xăng, 3.3, 735 Triệu
2010, Xe cũ, Hà Nội, Xe nhập khẩu, màu xám, số tự động, 100000, LandRover, máy xăng, 5.0, 950 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 55000, Chevrolet, máy xăng, 2.4, 540 Triệu
2021, Xe cũ, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 9000, Ford, máy dầu, 2.0, 899 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Hyundai, máy dầu, 2.2, 1 Tỷ 109 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tay, 0, Suzuki, máy xăng, 1.0, 220 Triệu
2021, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đồng, số tự động, 25000, Toyota, máy dầu, 2.4, 1 Tỷ 250 Triệu
2015, Xe cũ, Hà Nội, Xe nhập khẩu, màu cát, số tự động, 90000, Mazda, máy dầu, 3.2, 500 Triệu
2020, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 11000, Mercedes, máy xăng, 2.0, 2 Tỷ 480 Triệu
2021, Xe cũ, Ninh Bình, Xe lắp ráp trong nước, màu trắng, số tự động, 29000, VinFast, máy xăng, 2.0, 855 Triệu
2021, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 4000, VinFast, máy xăng, 2.0, 865 Triệu
2008, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu cát, số tự động, 79000, Honda, máy xăng, 1.8, 279 Triệu
2020, Xe cũ, TP HCM, Xe nhập khẩu, màu vàng, số tự động, 4000, LandRover, máy xăng, 2.0, 3 Tỷ 200 Triệu
2022, Xe mới, Gia Lai, Xe nhập khẩu, màu cam, số tự động, 0, Ford, máy dầu, 2.0, 937 Triệu
2015, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 66000, Mazda, máy xăng, 2.0, 585 Triệu
2016, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 80000, Toyota, máy xăng, 2.7, 1 Tỷ 700 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Peugeot, máy xăng, 1.6, 1 Tỷ 129 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 60000, Mazda, máy xăng, 1.5, 725 Triệu
2018, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 33000, Toyota, máy xăng, 1.5, 568 Triệu
2003, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu bạc, số tự động, 12000, Mercedes, máy xăng, 1.8, 175 Triệu
2014, Xe cũ, TP HCM, Xe nhập khẩu, màu xanh, số tự động, 40000, BMW, máy xăng, 3.0, 1 Tỷ 950 Triệu
2009, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu ghi, số tự động, 89000, Honda, máy xăng, 1.8, 315 Triệu
2017, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tay, 86000, Chevrolet, máy xăng, 1.2, 195 Triệu
2010, Xe cũ, Hà Nội, Xe nhập khẩu, màu xanh, số tự động, 100000, Lexus, máy xăng, 3.5, 1 Tỷ 230 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Hyundai, máy dầu, 2.0, 1 Tỷ 30 Triệu
2020, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đồng, số tự động, 5600, Ford, máy xăng, 1.5, 585 Triệu
2020, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 39000, Toyota, máy xăng, 2.5, 1 Tỷ 220 Triệu
2018, Xe cũ, Bình Dương, Xe nhập khẩu, màu đỏ, số tự động, 46000, Honda, máy xăng, 1.8, 655 Triệu
2010, Xe cũ, Lạng Sơn, Xe lắp ráp trong nước, màu đen, số tay, 160000, Daewoo, máy xăng, 1.6, 155 Triệu
2021, Xe mới, Phú Thọ, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Mazda, máy xăng, 2.0, 909 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Ford, máy dầu, 2.2, 632 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 0, Toyota, máy xăng, 3.4, 4 Tỷ 100 Triệu
2019, Xe cũ, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 26000, Porsche, máy xăng, 3.0, 5 Tỷ 899 Triệu
2011, Xe cũ, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 98000, LandRover, máy xăng, 2.0, 890 Triệu
2019, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 11000, Ford, máy xăng, 3.5, 4 Tỷ 380 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 50000, Hyundai, máy xăng, 1.6, 660 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Isuzu, máy dầu, 1.9, 832 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu bạc, số tay, 0, Nissan, máy xăng, 1.0, 469 Triệu
2014, Xe cũ, Hà Nội, Xe nhập khẩu, màu vàng, số tự động, 70000, LandRover, máy xăng, 3.0, 3 Tỷ 780 Triệu
2019, Xe cũ, TP HCM, Xe nhập khẩu, màu đen, số tự động, 30000, Bentley, máy xăng, 1.5, 15 Tỷ 800 Triệu
2009, Xe cũ, Hà Nội, Xe nhập khẩu, màu xám, số tự động, 88000, Hyundai, máy xăng, 1.6, 325 Triệu
2020, Xe mới, Hà Nội, Xe nhập khẩu, màu bạc, số tự động, 0, Isuzu, máy dầu, 2.0, 815 Triệu
2015, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 71000, Kia, máy xăng, 1.6, 455 Triệu
2020, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 25000, Toyota, máy xăng, 2.5, 1 Tỷ 216 Triệu
2019, Xe cũ, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 40000, Ford, máy dầu, 2.2, 765 Triệu
2015, Xe cũ, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 90000, Audi, máy xăng, 2.0, 990 Triệu
2020, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu xanh, số tự động, 36000, Honda, máy xăng, 1.5, 550 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, Toyota, máy xăng, 1.5, 648 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu cam, số tự động, 0, Ford, máy dầu, 2.0, 907 Triệu
2017, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 40000, Mercedes, máy xăng, 2.0, 1 Tỷ 180 Triệu
2011, Xe cũ, Lào Cai, Xe lắp ráp trong nước, màu xám, số tay, 50000, Kia, máy xăng, 1.6, 315 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Toyota, máy xăng, 1.8, 765 Triệu
2019, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 30000, Toyota, máy xăng, 4.6, 4 Tỷ 770 Triệu
2013, Xe cũ, Lào Cai, Xe nhập khẩu, màu đỏ, số tự động, 11000, Mitsubishi, máy dầu, 2.5, 435 Triệu
2018, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 43000, Mercedes, máy xăng, 2.0, 1 Tỷ 310 Triệu
2011, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu ghi, số tự động, 90000, Kia, máy xăng, 1.1, 210 Triệu
2019, Xe cũ, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 19000, Lexus, máy xăng, 2.5, 2 Tỷ 395 Triệu
2009, Xe cũ, Hà Nội, Xe nhập khẩu, màu đen, số tự động, 50000, Lexus, máy xăng, 3.5, 1 Tỷ 90 Triệu
2016, Xe cũ, Hải Phòng, Xe lắp ráp trong nước, màu trắng, số tự động, 60000, Kia, máy xăng, 2.0, 495 Triệu
2016, Xe cũ, Đồng Nai, Xe lắp ráp trong nước, màu trắng, số tự động, 30000, Mazda, máy xăng, 1.5, 495 Triệu
2022, Xe mới, Bình Dương, Xe nhập khẩu, màu cam, số tự động, 0, Suzuki, máy xăng, 1.5, 589 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, VinFast, máy xăng, 1.4, 336 Triệu
2009, Xe cũ, Ninh Bình, Xe lắp ráp trong nước, màu cát, số tay, 16250, Ford, máy dầu, 2.5, 345 Triệu
2015, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 15000, Rolls, máy xăng, 6.7, 27 Tỷ 500 Triệu
2022, Xe mới, Bà Rịa Vũng Tàu, Xe nhập khẩu, màu đỏ, số tự động, 0, Mitsubishi, máy xăng, 1.2, 460 Triệu
2021, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tay, 0, Hyundai, máy xăng, 1.4, 421 Triệu
2021, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tay, 0, Isuzu, máy dầu, 1.9, 560 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Kia, máy xăng, 1.6, 729 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu cam, số tự động, 0, Audi, máy xăng, 1.5, 2 Tỷ 220 Triệu
2010, Xe cũ, Hà Nội, Xe nhập khẩu, màu xám, số tự động, 89000, Toyota, máy xăng, 2.5, 698 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu đỏ, số tự động, 0, Ford, máy dầu, 2.0, 1 Tỷ 181 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu xanh, số tự động, 0, VinFast, máy xăng, 2.0, 1 Tỷ 60 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Kia, máy xăng, 1.5, 594 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, VinFast, xe điện, 0.1, 690 Triệu
2018, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 23000, Volvo, máy xăng, 2.0, 2 Tỷ 439 Triệu
2020, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 17000, Mercedes, máy xăng, 2.0, 1 Tỷ 590 Triệu
2018, Xe cũ, Hải Phòng, Xe lắp ráp trong nước, màu trắng, số tự động, 30000, Toyota, máy xăng, 1.5, 479 Triệu
2018, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu trắng, số tự động, 63000, Mitsubishi, máy xăng, 2.0, 729 Triệu
2018, Xe cũ, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 68000, Mazda, máy dầu, 2.2, 568 Triệu
2021, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 7000, Mercedes, máy xăng, 3.0, 5 Tỷ 950 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Toyota, máy xăng, 1.5, 648 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, Mercedes, máy xăng, 3.0, 5 Tỷ 199 Triệu
2020, Xe cũ, Hà Nội, Xe nhập khẩu, màu nâu, số tự động, 38656, Mitsubishi, máy xăng, 1.5, 570 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu xanh, số tự động, 0, Toyota, máy xăng, 1.8, 846 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Kia, máy xăng, 1.5, 624 Triệu
2022, Xe mới, Quảng Ninh, Xe lắp ráp trong nước, màu xanh, số tự động, 0, Kia, máy xăng, 1.6, 674 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu đen, số tay, 0, Ford, máy dầu, 2.2, 642 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 40000, Kia, máy xăng, 1.6, 595 Triệu
2013, Xe cũ, Hà Nội, Xe nhập khẩu, màu cát, số tự động, 95555, Ford, máy dầu, 2.2, 445 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Honda, máy xăng, 1.8, 701 Triệu
2021, Xe mới, Gia Lai, Xe lắp ráp trong nước, màu đen, số tự động, 0, Honda, máy xăng, 1.5, 599 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tay, 0, Isuzu, máy dầu, 4.6, 580 Triệu
2013, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 60000, LandRover, máy xăng, 5.0, 4 Tỷ 300 Triệu
2021, Xe mới, Đà Nẵng, Xe lắp ráp trong nước, màu trắng, số tay, 0, Hyundai, máy xăng, 1.25, 425 Triệu
2021, Xe cũ, Hải Phòng, Xe lắp ráp trong nước, màu trắng, số tự động, 6000, VinFast, máy xăng, 1.4, 350 Triệu
2022, Xe mới, Quảng Ninh, Xe nhập khẩu, màu nâu, số tự động, 0, Mercedes, máy xăng, 3.0, 5 Tỷ 59 Triệu
2007, Xe cũ, Vĩnh Phúc, Xe lắp ráp trong nước, màu đen, số tự động, 68000, Toyota, máy xăng, 2.4, 395 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 0, Toyota, máy xăng, 2.0, 1 Tỷ 170 Triệu
2022, Xe mới, Hà Nội, Xe nhập khẩu, màu nâu, số tự động, 0, Toyota, máy xăng, 1.8, 820 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 50000, Mazda, máy xăng, 1.5, 645 Triệu
2021, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu cát, số tự động, 0, Hyundai, máy xăng, 2.5, 1 Tỷ 238 Triệu
2017, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu nâu, số tự động, 60000, Mercedes, máy xăng, 2.0, 1 Tỷ 460 Triệu
2021, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 10000, Hyundai, máy dầu, 2.2, 1 Tỷ 529 Triệu
2012, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu ghi, số tự động, 86000, Kia, máy xăng, 2.4, 455 Triệu
2018, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 40000, Porsche, máy xăng, 3.0, 5 Tỷ 600 Triệu
2022, Xe mới, Lâm Đồng, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Mazda, máy xăng, 2.0, 904 Triệu
2022, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tự động, 0, Hyundai, máy xăng, 1.5, 670 Triệu
2021, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Mazda, máy xăng, 2.5, 1 Tỷ 59 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tay, 0, Isuzu, máy dầu, 3.6, 545 Triệu
2021, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 6000, Mercedes, máy xăng, 1.5, 1 Tỷ 395 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu đỏ, số tay, 0, Ford, máy dầu, 2.2, 642 Triệu
2017, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu bạc, số tự động, 63000, Honda, máy xăng, 2.4, 745 Triệu
2021, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu đỏ, số tự động, 10000, Mazda, máy xăng, 1.5, 735 Triệu
2021, Xe cũ, Bình Dương, Xe lắp ráp trong nước, màu đen, số tự động, 8000, Mercedes, máy xăng, 2.0, 1 Tỷ 640 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Kia, máy xăng, 1.5, 624 Triệu
2017, Xe cũ, Hải Dương, Xe lắp ráp trong nước, màu cát, số tự động, 68000, Mazda, máy xăng, 1.5, 485 Triệu
2019, Xe mới, TP HCM, Xe nhập khẩu, màu xám, số tự động, 0, Maserati, máy xăng, 3.0, 5 Tỷ 371 Triệu
2022, Xe mới, Thanh Hóa, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, Mazda, máy xăng, 2.0, 814 Triệu
2020, Xe mới, TP HCM, Xe nhập khẩu, màu xanh, số tự động, 0, Maserati, máy xăng, 3.0, 5 Tỷ 517 Triệu
2019, Xe cũ, Bình Dương, Xe nhập khẩu, màu vàng, số tự động, 46000, Honda, máy xăng, 1.2, 398 Triệu
2015, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 70000, Suzuki, máy xăng, 1.4, 359 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu đen, số tự động, 0, Toyota, máy dầu, 2.4, 1 Tỷ 107 Triệu
2021, Xe mới, TP HCM, Xe nhập khẩu, màu trắng, số tay, 0, Suzuki, máy xăng, 1.5, 330 Triệu
2022, Xe mới, TP HCM, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Hyundai, máy xăng, 1.6, 1 Tỷ 20 Triệu
2019, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đen, số tự động, 50000, Hyundai, máy xăng, 1.6, 660 Triệu
2018, Xe cũ, Hà Nội, Xe nhập khẩu, màu vàng, số tự động, 30000, Lexus, máy xăng, 2.0, 2 Tỷ 930 Triệu
2020, Xe cũ, Hà Nội, Xe nhập khẩu, màu trắng, số tự động, 32000, Ford, máy dầu, 2.0, 1 Tỷ 299 Triệu
2016, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu trắng, số tự động, 90000, Mazda, máy xăng, 2.0, 668 Triệu
2003, Xe cũ, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tay, 160000, Daihatsu, máy xăng, 1.3, 168 Triệu
2010, Xe cũ, TP HCM, Xe lắp ráp trong nước, màu bạc, số tay, 95000, Toyota, máy xăng, 2.0, 265 Triệu
2009, Xe cũ, TP HCM, Xe nhập khẩu, màu bạc, số tự động, 108000, Hyundai, máy dầu, 2.0, 465 Triệu
2022, Xe mới, Nghệ An, Xe lắp ráp trong nước, màu trắng, số tự động, 0, Mercedes, máy xăng, 2.0, 2 Tỷ 29 Triệu
2022, Xe mới, Hà Nội, Xe lắp ráp trong nước, màu đỏ, số tự động, 0, VinFast, máy xăng, 2.0, 881 Triệu
2017, Xe cũ, Thái Nguyên, Xe lắp ráp trong nước, màu đen, số tự động, 52000, Toyota, máy xăng, 1.8, 610 Triệu
2009, Xe cũ, Hà Nội, Xe nhập khẩu, màu vàng, số tự động, 35000, Fiat, máy xăng, 1.2, 430 Triệu
